the_geom,SCHOOL_NM,UNIT_ID,SCHOOL_ID,SCH_ADDR,GRADE_CAT,GRADES,SCH_TYPE,X,Y
POINT (-87.66994861793629 42.009664624359424),FIELD,3350,609918,7019 N ASHLAND BL,MS,"4, 5, 6, 7, 8",Elementary School,-87.6699486176,42.0096646252
POINT (-87.67202378313704 42.02106693616408),GALE,3480,609933,1631 W JONQUIL TR,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6720237828,42.0210669371
POINT (-87.65794888068578 41.9757996455768),GOUDY,3590,609945,5120 N WINTHROP AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6579488808,41.9757996467
POINT (-87.67083333691238 41.94524766319929),HAMILTON,3730,609963,1650 W CORNELIA AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6708333369,41.9452476643
POINT (-87.66856961605163 41.99456747001127),HAYT,3850,609976,1518 W GRANVILLE AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6685696159,41.9945674707
POINT (-87.6757724428649 41.93923354391593),JAHN,4170,610010,3149 N WOLCOTT AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6757724429,41.9392335448
POINT (-87.6757724428649 41.93923354391593),JAHN,4170,610010,3149 N WOLCOTT AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6757724429,41.9392335448
POINT (-87.66826289850565 42.00376753770448),KILMER,4300,610022,6700 N GREENVIEW AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6682628983,42.0037675389
POINT (-87.67632513072779 41.96785074053533),MCPHERSON,4800,610070,4728 N WOLCOTT AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6763251305,41.9678507416
POINT (-87.64459725278289 41.94161534592203),NETTELHORST,5070,610094,3252 N BROADWAY AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6445972527,41.9416153468
POINT (-87.66590501238247 41.98342777250641),PEIRCE,5360,610122,1423 W BRYN MAWR AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6659050125,41.9834277734
POINT (-87.6971485310914 42.015269664281405),ROGERS,5630,610147,7345 N WASHTENAW AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6971485305,42.0152696652
POINT (-87.65605220080299 41.96434720562456),STEWART,6040,610187,4525 N KENMORE AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6560522002,41.964347206
POINT (-87.66389009062607 41.96234717950694),STOCKTON,6060,610189,4420 N BEACON ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6638900906,41.9623471805
POINT (-87.65833485764048 41.989204599493796),SWIFT,6130,610196,5900 N WINTHROP AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6583348575,41.9892046001
POINT (-87.66976234686666 41.976262075966325),TRUMBULL,6230,610205,5200 N ASHLAND AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6697623464,41.9762620772
POINT (-87.69136761370203 41.96430697923193),WATERS,6370,610220,4540 N CAMPBELL AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6913676133,41.9643069803
POINT (-87.6497118137768 41.95996268539814),BRENNEMANN,6600,610242,4251 N CLARENDON AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6497118135,41.9599626864
POINT (-87.65472256530732 41.97098488216562),MCCUTCHEON,6910,610269,4865 N SHERIDAN RD,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6547225653,41.9709848833
POINT (-87.67313287722182 42.007675793161894),NEW FIELD,7060,610284,1707 W. MORSE AV,ES,"PK, K, 1, 2, 3",Elementary School,-87.6731328772,42.0076757944
POINT (-87.67185148877041 41.95801750497069),COURTENAY,7910,610355,1726 W BERTEAU AV,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6718514887,41.9580175062
POINT (-87.64611638360066 41.956804343706786),DISNEY,8000,610363,4140 N MARINE DR,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6461163839,41.9568043447
POINT (-87.65144980682821 41.94897793529),INTER-AMERICAN,4890,610078,851 W. WAVELAND AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6514498066,41.948977936
POINT (-87.7703834403117 41.867879596783574),CLARK ES,2230,609795,1045 S MONITOR AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7703834402,41.8678795978
POINT (-87.78266223116513 41.91757969686108),BURBANK,2450,609818,2035 N MOBILE AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7826622311,41.9175796981
POINT (-87.76564444091133 41.897717095276036),BRUNSON,2550,609830,932 N CENTRAL AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7656444405,41.8977170959
POINT (-87.76654906690426 41.8854441013046),ELLINGTON,3220,609904,243 N. PARKSIDE AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7665490665,41.8854441021
POINT (-87.76335671129053 41.88037513785942),EMMET,3230,609906,5500 W MADISON ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7633567112,41.8803751386
POINT (-87.75585125705061 41.89921952237947),HAY,3840,609975,1018 N LARAMIE AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7558512576,41.899219523
POINT (-87.76633676233047 41.889874582562854),KEY,4280,610020,517 N PARKSIDE AV,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7663367629,41.8898745833
POINT (-87.75451312182071 41.90682215170582),LEWIS,4450,610036,1431 N LEAMINGTON AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7545131216,41.9068221526
POINT (-87.7956409370262 41.93176569839278),LOCKE,4510,610041,2828 N OAK PARK AV,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7956409366,41.9317656995
POINT (-87.78397331081963 41.912689979371834),LOVETT,4530,610043,6333 W BLOOMINGDALE AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7839733104,41.9126899805
POINT (-87.66984784919555 41.93796498336144),BURLEY,2470,609820,1630 W BARRY AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6698478489,41.9379649846
POINT (-87.66861400931982 41.91233096779291),BURR,2530,609828,1621 W WABANSIA AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6686140092,41.9123309686
POINT (-87.66861400931982 41.91233096779291),BURR,2530,609828,1621 W WABANSIA AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6686140092,41.9123309686
POINT (-87.65927003400776 41.89357728800653),CARPENTER,2640,609838,1250 W ERIE ST,ES,"1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6592700336,41.8935772887
POINT (-87.67450031747738 41.91588625842355),DRUMMOND,3120,609896,1845 W CORTLAND ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6745003172,41.9158862593
POINT (-87.63551750675143 41.906572470411064),FRANKLIN,3420,609926,225 W EVERGREEN AV,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6355175065,41.9065724713
POINT (-87.65767353785543 41.942324580424824),HAWTHORNE,3830,609974,3319 N CLIFTON AV,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6576735377,41.9423245814
POINT (-87.64101918464547 41.902063951185625),JENNER,4200,610012,1119 N CLEVELAND AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6410191842,41.9020639522
POINT (-87.66410994676421 41.90782265383561),LOZANO,4380,610029,1424 N CLEAVER ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6641099465,41.9078226548
POINT (-87.63759977628308 41.913840823140845),LASALLE,4420,610033,1734 N ORLEANS ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6375997763,41.9138408239
POINT (-87.64458452211449 41.92449589603932),LINCOLN,4480,610038,615 W KEMPER PL,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6445845221,41.924495897
POINT (-87.70259905196127 41.940040915979104),LINNE,4490,610039,3221 N SACRAMENTO AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7025990519,41.9400409169
POINT (-87.63986404521283 41.90827222581804),MANIERRE,4580,610048,1420 N HUDSON AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6398640449,41.9082722267
POINT (-87.6573211786173 41.92311083541281),MAYER,4680,610059,2250 N CLIFTON AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6573211786,41.9231108365
POINT (-87.66538868530654 41.89177312651001),OTIS,5220,610107,525 N ARMOUR ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6653886853,41.8917731278
POINT (-87.66538868530654 41.89177312651001),OTIS,5220,610107,525 N ARMOUR ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6653886853,41.8917731278
POINT (-87.6641388971289 41.89987001627196),PEABODY,5330,610119,1444 W AUGUSTA BL,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6641388967,41.8998700173
POINT (-87.66961330208096 41.92886749945792),PRESCOTT,5500,610136,1632 W WRIGHTWOOD AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6696133016,41.9288675005
POINT (-87.68379639577432 41.91851381753572),PULASKI,5520,610138,2230 W MCLEAN AV,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.683796396,41.9185138187
POINT (-87.68379639577432 41.91851381753572),PULASKI,5520,610138,2230 W MCLEAN AV,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.683796396,41.9185138187
POINT (-87.68052226925774 41.93567633561773),SCHNEIDER,5790,610164,2957 N HOYNE AV,ES,"1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6805222693,41.9356763366
POINT (-87.67365864935026 41.89243310632345),TALCOTT,6140,610197,1840 W OHIO ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6736586491,41.8924331073
POINT (-87.67788394446877 41.90702358276604),PRITZKER,6460,610229,2009 W SCHILLER ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6778839441,41.9070235838
POINT (-87.67788394446877 41.90702358276604),PRITZKER,6460,610229,2009 W SCHILLER ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6778839441,41.9070235838
POINT (-87.68572150532036 41.90536815770642),DE DIEGO,7420,610313,1313 N CLAREMONT AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6857215052,41.9053681586
POINT (-87.7080482722436 41.93399752033053),LOGANDALE,7560,610325,3212 W GEORGE ST,MS,"6, 7, 8",Elementary School,-87.7080482717,41.933997521
POINT (-87.68302225856468 41.90684370410635),SABIN,7790,610342,2216 W HIRSCH ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6830222584,41.9068437051
POINT (-87.72633000906644 41.866958542936295),FRAZIER INTERNATIONAL,5850,610503,4027 W GRENSHAW ST,ES,"K, 1, 2, 3, 4, 5, 6",Elementary School,-87.7263300086,41.8669585438
POINT (-87.71752427048617 41.88845582558594),"WARD, L",5470,610133,410 N MONTICELLO AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.71752427,41.8884558265
POINT (-87.71883165468155 41.89315240268265),RYERSON,5680,610154,646 N LAWNDALE AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.718831655,41.8931524035
POINT (-87.70572945605039 41.88529502966657),BEIDLER,2250,609797,3151 W WALNUT ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7057294558,41.8852950305
POINT (-87.6707180159942 41.882964192984076),"BROWN, W",2400,609812,54 N HERMITAGE AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6707180159,41.8829641939
POINT (-87.6707180159942 41.882964192984076),"BROWN, W",2400,609812,54 N HERMITAGE AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6707180159,41.8829641939
POINT (-87.72461928937369 41.87877207839325),DELANO,3000,609881,3937 W WILCOX ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7246192892,41.8787720794
POINT (-87.71591690247918 41.87574207134558),ERICSON,3240,609907,3600 W FIFTH AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7159169019,41.8757420719
POINT (-87.70078423141507 41.87122336256956),KELLMAN,3410,609925,751 S SACRAMENTO BL,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7007842312,41.8712233635
POINT (-87.71869179203647 41.87071455156385),GREGORY,3660,609954,3715 W POLK ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7186917916,41.8707145525
POINT (-87.73592511971938 41.87863584405399),HEFFERAN,3910,609985,4409 W WILCOX ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7359251195,41.8786358453
POINT (-87.68030814155526 41.87984249820343),HERBERT,3950,609989,2131 W MONROE ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6803081409,41.8798424992
POINT (-87.73177013655672 41.860490386883725),"HUGHES, C",4110,610005,4247 W 15TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7317701363,41.8604903878
POINT (-87.7080552780167 41.87974152986593),FARADAY,4640,610055,3250 W MONROE ST,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.708055278,41.8797415311
POINT (-87.6835805327639 41.87165326867355),IRVING,5350,610121,749 S OAKLEY BL,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6835805327,41.8716532695
POINT (-87.69245007805357 41.86028753798073),PLAMONDON,5450,610131,2642 W 15TH PL,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6924500779,41.8602875388
POINT (-87.73052903716936 41.88408239616642),TILTON,6210,610202,223 N KEELER AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7305290369,41.8840823974
POINT (-87.67767816384168 41.8832412627172),SUDER MONTESSORI,6340,610405,2022 W WASHINGTON BL,ES,"PK, K, 1, 2, 3",Elementary School,-87.6776781637,41.8832412635
POINT (-87.72737642438955 41.869890571673096),WEBSTER,6380,610221,4055 W ARTHINGTON ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.727376424,41.8698905728
POINT (-87.73936038918377 41.88426599540346),MARCONI,6590,610241,230 N KOLMAR AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7393603893,41.8842659962
POINT (-87.69754025047956 41.87822128514883),CALHOUN NORTH,6610,610243,2833 W ADAMS ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6975402505,41.8782212859
POINT (-87.6993122766244 41.88297609603158),CATHER,6730,610251,2908 W WASHINGTON BL,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6993122763,41.8829760971
POINT (-87.68471315334791 41.88401662616035),DETT,6740,610252,2306 W MAYPOLE AV,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6847131532,41.8840166269
POINT (-87.70224148612401 41.8738423879364),JENSEN,6920,610271,3030 W HARRISON ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7022414857,41.8738423889
POINT (-87.73261595524899 41.877782137597265),GOLDBLATT,7840,610348,4257 W ADAMS ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.7326159552,41.8777821388
POINT (-87.64481451229543 41.90513704849092),SKINNER NORTH,8024,610534,640 W SCOTT ST,ES,"PK, K, 1, 2",Elementary School,-87.6448145129,41.9051370494
POINT (-87.6505308772554 41.83388399999575),ARMOUR,2070,609777,950 W 33RD PL,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.650530877,41.8338840006
POINT (-87.6952654331307 41.86640775883288),CHALMERS,2740,609851,2745 W ROOSEVELT RD,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6952654334,41.8664077598
POINT (-87.6672971433756 41.85605777398282),COOPER,2890,609867,1624 W 19TH ST,ES,"PK, K, 1, 2, 3, 4, 5",Elementary School,-87.6672971431,41.8560577751
POINT (-87.65801220242426 41.856000732104846),PEREZ,2930,609872,1241 W 19TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6580122022,41.8560007333
POINT (-87.61776781316705 41.843799622337464),DRAKE,3100,609894,2722 S DR MARTIN LUTHER KING DR,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6177678129,41.843799623
POINT (-87.69636525857605 41.85269040706497),HAMMOND,3750,609966,2819 W 21ST PL,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6963652591,41.8526904081
POINT (-87.62865008919356 41.866812260319456),SOUTH LOOP,3960,609990,1212 S PLYMOUTH CT,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6286500893,41.8668122615
POINT (-87.71826941817723 41.86225460398807),HERZL,3970,609991,3711 W DOUGLAS BL,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.718269418,41.862254605
POINT (-87.6538193965671 41.838054491273546),HOLDEN,4020,609996,1104 W 31ST ST,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Elementary School,-87.6538193964,41.8380544923
POINT (-87.66226328306834 41.85887542492035),PILSEN,4210,610013,1420 W 17TH ST,ES,"PK, K, 1, 2, 3, 4, 5, 6",Elementary School,-87.6622632829,41.8588754261
POINT (-87.60223791531763 41.65441384230162),CICS - HAWKINS,,400108,"801 E 133RD ST, 60827",HS,"7, 8, 9, 10, 11, 12",Charter,-87.6022379149,41.6544138432
